customer_id,tenure_days,monthly_fee,num_logins_last_30,support_tickets_last_90,is_auto_renew,num_payments_failed,avg_session_time,churn
271,442,10,12,2,1,0,13.72,0
272,564,50,11,0,0,0,4.67,0
273,268,70,19,2,1,0,18.55,0
274,510,70,3,2,1,0,19.9,0
275,807,10,12,0,1,0,17.03,0
276,386,50,16,2,1,1,22.04,0
277,387,50,22,3,0,0,17.42,0
278,113,50,13,5,1,1,21.9,1
279,613,50,16,1,1,0,13.73,0
280,625,70,12,2,1,0,17.2,0
281,952,20,9,3,1,0,17.95,0
282,81,50,14,0,0,0,17.48,0
283,699,20,7,1,1,0,15.5,1
284,113,50,7,3,1,0,18.67,0
285,2,30,13,1,1,0,12.36,0
286,642,100,8,1,0,0,9.39,0
287,220,30,13,2,1,0,13.67,1
288,566,100,8,1,1,0,21.0,0
289,855,30,12,1,1,0,14.76,0
290,997,50,15,1,0,1,7.48,0
291,736,20,10,2,1,0,15.53,0
292,225,100,9,2,1,0,13.96,0
293,385,70,8,1,1,0,5.24,0
294,403,10,9,1,0,1,22.92,1
295,638,100,9,1,0,0,20.0,0
296,130,100,12,2,1,0,15.45,1
297,53,70,8,0,1,0,20.95,0
298,684,50,11,3,1,0,9.51,0
299,730,30,7,0,1,1,5.98,0
300,672,30,11,1,0,0,13.88,0
301,710,20,5,1,0,0,7.23,0
302,416,50,9,2,1,0,12.23,0
303,247,70,11,0,1,1,17.81,0
304,836,50,6,2,1,0,8.45,0
305,439,50,11,3,1,0,12.68,0
306,203,30,7,5,1,0,18.01,1
307,184,70,3,3,1,0,17.09,1
308,123,10,5,4,0,1,18.91,1
309,401,100,8,1,1,0,8.81,0
310,767,30,6,2,0,1,21.72,0
311,294,70,7,0,1,0,8.42,0
312,280,20,5,2,0,0,22.41,0
313,837,100,9,0,1,0,17.93,0
314,884,100,15,1,0,0,13.77,0
315,610,30,14,0,0,0,12.2,0
316,198,20,10,5,1,1,19.65,0
317,982,30,5,1,1,0,9.95,0
318,907,50,13,2,1,0,17.21,0
319,511,70,9,0,0,1,12.37,1
320,752,20,10,1,0,0,12.12,0
321,144,100,11,5,1,0,13.84,0
322,609,30,14,2,1,0,13.78,0
323,201,100,16,2,1,0,13.72,0
324,124,20,12,2,1,0,16.25,0
325,187,100,8,4,0,0,13.76,0
326,326,30,9,2,1,0,11.23,0
327,464,30,9,1,1,0,17.7,0
328,349,10,9,2,0,1,8.65,0
329,771,100,10,1,1,0,20.55,0
330,660,10,13,0,1,0,11.67,0
331,764,10,12,2,1,0,16.28,1
332,955,100,11,2,0,0,10.21,0
333,932,20,17,0,1,1,16.02,0
334,403,50,7,2,0,0,19.25,0
335,346,30,13,2,1,1,15.65,0
336,963,70,8,0,1,1,14.64,0
337,511,10,12,0,1,0,5.53,0
338,147,20,11,0,1,1,10.85,1
339,148,100,13,1,1,0,11.49,0
340,864,20,17,1,1,0,16.02,0
341,711,20,8,0,1,0,15.46,0
342,820,100,8,2,1,0,12.62,0
343,489,70,17,1,1,1,16.73,0
344,929,100,13,1,1,0,15.76,0
345,936,70,12,0,1,0,24.35,0
346,640,100,7,0,1,0,6.68,0
347,551,10,14,2,0,1,14.14,0
348,338,70,12,1,0,0,5.89,0
349,872,10,11,2,0,0,12.0,0
350,641,70,6,5,0,0,18.16,0
351,779,70,12,1,0,0,5.95,0
352,988,100,12,5,0,0,19.48,0
353,953,70,9,1,1,1,14.07,1
354,473,10,9,0,1,0,16.35,0
355,946,100,8,3,1,0,8.73,0
356,151,30,13,0,0,0,20.05,0
357,415,10,11,0,1,1,15.9,0
358,990,30,6,3,0,1,14.51,0
359,298,20,13,0,1,1,20.97,0
360,611,100,9,2,0,0,19.45,0
361,263,20,15,2,0,0,18.81,0
362,764,100,10,0,1,0,11.07,0
363,144,100,11,2,0,0,16.11,0
364,346,10,11,0,1,0,23.17,0
365,624,30,8,0,1,0,15.49,0
366,572,100,9,2,1,0,5.05,0
367,881,30,10,2,1,0,9.36,0
368,2,100,9,1,1,0,15.14,0
369,897,30,10,1,1,0,16.26,0
370,304,20,11,2,0,0,10.19,1
371,254,10,5,3,1,0,17.23,0
372,652,100,9,3,0,0,21.52,0
373,453,50,8,1,0,0,13.17,0
374,37,30,6,1,1,0,12.53,0
375,160,30,9,0,0,1,8.32,0
376,9,50,8,3,1,0,14.04,1
377,233,10,7,1,1,0,8.29,0
378,99,30,14,1,1,1,16.79,1
379,659,10,14,1,1,0,23.51,0
380,816,30,15,0,0,0,23.05,0
381,208,70,11,2,0,0,11.93,1
382,131,30,15,0,1,1,16.03,0
383,404,70,14,3,1,0,19.15,0
384,152,100,8,1,0,0,13.16,0
385,54,10,8,0,0,0,12.43,0
386,120,30,13,0,0,0,18.78,0
387,673,20,11,1,1,0,13.34,0
388,920,20,15,1,1,0,15.54,0
389,628,50,8,1,1,1,12.25,0
390,587,20,14,1,1,0,18.87,0
391,625,70,6,0,0,1,15.89,1
392,968,20,7,0,1,0,20.47,0
393,420,20,8,1,0,0,16.57,0
394,422,20,12,4,1,2,16.47,0
395,104,30,11,3,1,0,15.41,0
396,852,50,9,0,1,2,24.11,0
397,254,10,6,2,1,0,18.29,0
398,227,50,12,2,0,0,13.14,1
399,112,70,13,2,0,0,12.22,0
400,510,30,16,2,1,0,11.79,0
401,473,100,6,0,0,1,18.62,0
402,99,30,14,2,1,0,16.4,0
403,153,20,18,4,1,0,20.18,0
404,861,20,7,0,1,0,4.41,0
405,914,70,17,0,1,0,10.65,0
406,896,100,9,2,1,1,16.72,0
407,878,30,11,4,1,0,15.27,1
408,338,100,11,0,1,1,27.29,0
409,706,10,11,3,0,0,11.57,1
410,822,50,14,2,1,0,22.67,0
411,163,30,10,0,0,0,17.18,0
412,720,100,14,2,1,0,5.38,0
413,957,10,12,0,1,0,19.43,0
414,681,10,10,1,1,0,9.22,0
415,996,50,7,1,0,1,9.27,0
416,161,10,9,3,1,0,21.45,0
417,580,70,13,3,1,0,18.77,0
418,801,10,9,1,0,0,16.19,0
419,398,100,9,2,0,0,12.07,0
420,277,70,10,1,0,0,32.55,1
421,816,10,21,2,1,0,14.46,0
422,916,20,10,4,0,0,19.5,1
423,504,10,7,1,1,1,11.29,0
424,896,70,6,0,0,0,21.97,0
425,392,10,13,2,0,0,6.48,0
426,135,10,10,1,1,0,4.08,0
427,195,10,12,1,1,0,17.34,0
428,401,70,4,0,1,0,13.93,0
429,640,10,7,2,0,0,15.71,0
430,33,50,6,2,0,0,16.38,0
431,688,100,10,1,1,0,15.01,0
432,460,50,13,3,0,0,20.16,0
433,955,70,8,0,1,1,12.79,0
434,883,20,12,2,1,0,14.08,0
435,470,50,9,0,1,1,9.07,0
436,375,100,13,3,0,3,17.71,1
437,22,30,7,2,1,1,16.87,0
438,750,100,13,1,1,1,17.42,0
439,670,50,11,0,0,1,14.05,0
440,38,30,13,0,1,1,10.62,1
441,230,70,7,3,0,0,13.39,0
442,365,100,9,3,1,1,16.54,0
443,563,20,8,0,1,0,21.88,0
444,438,30,5,3,1,0,15.9,0
445,776,30,11,0,1,0,16.27,0
446,283,100,5,2,1,1,15.43,0
447,27,50,12,0,0,0,19.41,1
448,226,30,10,2,0,0,6.41,1
449,277,70,8,2,1,1,16.07,0
450,798,100,4,2,1,0,19.44,0
451,609,70,8,0,0,2,13.6,1
452,284,100,11,2,1,1,13.88,0
453,879,70,10,1,0,1,11.91,0
454,960,50,10,1,0,0,7.96,0
455,481,100,15,0,0,0,21.63,0
456,453,20,12,4,0,0,21.77,1
457,829,50,9,1,0,0,3.19,0
458,816,70,12,5,0,0,17.39,0
459,659,100,13,0,1,3,17.19,1
460,516,50,8,0,0,0,14.08,0
461,547,70,12,3,1,0,20.08,0
462,192,10,9,2,1,0,15.49,0
463,49,10,7,2,0,1,15.68,0
464,512,30,7,3,0,1,22.06,0
465,17,20,10,2,1,0,6.34,0
466,172,10,11,2,1,0,18.83,0
467,220,70,9,1,0,0,10.56,0
468,158,50,9,1,1,0,16.17,0
469,477,100,17,0,1,0,14.53,0
470,46,50,5,1,1,0,3.29,0
471,373,30,9,1,1,0,24.59,0
472,518,50,6,1,1,0,15.62,0
473,99,10,19,3,1,0,20.01,0
474,892,50,8,2,0,1,20.07,0
475,745,10,13,1,1,0,15.85,0
476,37,10,9,2,1,2,18.87,1
477,280,20,8,1,1,0,13.41,0
478,349,30,12,1,1,0,15.92,0
479,497,70,6,1,1,0,9.62,0
480,302,10,8,3,1,1,18.55,0
481,181,100,6,3,0,1,25.77,1
482,607,30,14,1,0,0,15.82,0
483,99,70,13,1,0,1,14.7,0
484,700,100,11,1,0,0,6.54,0
485,993,50,11,4,1,0,24.11,0
486,116,30,11,2,1,1,15.22,0
487,191,100,9,1,1,0,15.25,0
488,253,30,12,1,0,0,18.66,0
489,981,30,10,1,1,0,14.58,0
490,928,50,10,4,1,0,14.21,0
491,983,50,12,2,1,1,15.75,0
492,161,30,14,0,1,0,18.72,0
493,256,100,10,1,0,2,25.18,0
494,323,20,6,1,1,1,19.66,1
495,128,10,9,0,1,0,15.71,0
496,18,50,7,1,1,0,13.97,0
497,793,20,8,3,1,0,8.35,0
498,735,50,10,1,1,0,17.58,0
499,566,30,7,3,1,0,9.68,0
500,570,20,5,3,1,0,11.74,0
501,323,100,14,3,1,0,21.29,0
502,872,100,13,0,1,0,13.77,0
503,686,70,12,1,1,1,15.56,0
504,792,10,8,2,1,0,19.06,0
505,626,10,11,2,1,0,12.05,0
506,288,50,10,1,0,0,16.67,0
507,943,10,15,2,1,0,17.04,0
508,854,70,9,2,0,0,19.58,0
509,663,100,15,2,1,0,8.81,0
510,962,20,13,0,0,0,22.27,0
511,639,20,9,2,1,0,5.54,0
512,155,100,13,1,1,0,6.73,0
513,490,30,16,1,1,1,13.51,0
514,386,100,13,3,1,0,23.43,0
515,986,20,2,2,1,0,12.52,0
516,785,50,6,1,1,0,12.07,0
517,104,70,11,1,1,2,9.48,0
518,929,100,9,2,1,0,15.11,0
519,393,30,4,0,1,0,21.34,1
520,811,50,11,2,1,1,19.95,0
521,246,100,7,3,1,0,27.45,0
522,176,50,11,1,1,0,10.85,0
523,39,100,8,2,1,0,18.55,1
524,477,50,11,3,1,0,19.9,0
525,682,10,11,0,1,0,17.38,0
526,759,50,9,1,1,0,21.67,0
527,538,10,5,2,1,0,25.31,0
528,867,20,11,2,1,0,15.41,0
529,818,10,7,0,0,0,14.07,0
530,921,50,15,2,1,0,11.32,0
531,408,70,9,0,1,0,13.56,0
532,525,70,8,1,0,1,15.54,1
533,828,20,8,1,0,0,16.79,0
534,506,50,12,1,0,0,14.91,0
535,903,10,11,0,1,0,12.34,0
536,825,70,16,1,1,0,10.81,0
537,36,100,13,2,0,0,6.04,1
538,685,30,10,3,0,0,11.7,0
539,20,50,13,2,0,0,13.39,0
540,321,100,8,0,0,0,8.91,0
541,776,100,8,0,0,0,15.62,0
542,512,50,9,0,1,1,14.81,0
543,400,30,10,1,1,1,17.48,0
544,654,70,8,2,0,0,23.87,0
545,972,30,7,0,1,0,19.49,0
546,883,20,10,1,1,0,13.07,1
547,471,10,16,1,1,1,19.09,0
548,143,10,13,1,1,0,16.39,0
549,92,100,14,1,0,0,10.95,0
550,354,70,17,0,0,0,21.45,1
551,834,30,13,1,0,1,19.9,0
552,800,100,9,0,0,0,10.77,0
553,727,50,14,1,1,0,14.52,0
554,959,100,12,3,1,0,12.61,0
555,854,50,5,3,1,0,11.94,0
556,51,50,4,2,1,1,15.49,0
557,665,20,8,1,1,0,14.15,0
558,698,20,14,1,1,1,14.35,0
559,575,50,10,2,1,0,15.9,0
560,190,70,8,4,1,1,16.12,0
561,125,20,7,3,1,0,7.0,0
562,150,20,14,1,1,0,12.63,0
563,314,10,11,1,1,0,16.7,0
564,570,100,13,1,1,0,25.46,0
565,342,10,12,1,1,0,21.24,0
566,305,70,13,0,1,0,25.18,0
567,692,20,8,1,1,0,23.6,0
568,682,20,11,2,1,0,17.83,0
569,838,30,16,1,0,1,9.03,1
570,783,70,5,0,1,1,15.5,0
571,54,100,10,1,1,0,11.55,1
572,444,100,9,3,0,0,6.48,0
573,613,100,7,0,1,0,19.87,0
574,993,70,9,0,1,0,10.24,0
575,264,30,9,2,0,0,14.09,0
576,53,30,6,1,1,1,20.97,1
577,572,10,5,3,1,0,10.12,1
578,620,70,8,5,1,1,18.29,1
579,5,70,6,4,1,0,14.49,1
580,103,30,11,0,1,0,9.92,0
581,196,50,16,2,1,2,21.39,0
582,774,50,15,3,1,0,5.36,0
583,877,10,12,2,1,0,18.73,0
584,992,50,6,2,1,0,19.73,0
585,884,50,10,0,1,0,22.09,0
586,350,50,17,1,1,0,15.2,0
587,47,20,8,3,1,1,12.55,1
588,867,10,12,1,1,0,12.67,0
589,823,30,12,4,1,0,18.73,0
590,936,50,9,1,1,0,10.86,0
591,820,100,8,0,0,0,13.82,0
592,656,20,17,0,1,0,22.21,0
593,269,50,7,2,0,0,18.86,0
594,370,20,13,1,1,0,6.09,0
595,636,10,16,1,0,0,7.88,1
596,106,100,6,2,1,0,6.8,1
597,670,100,6,3,1,0,22.9,0
598,659,100,9,1,1,1,13.24,0
599,657,50,7,1,1,1,12.62,0
600,120,20,8,1,1,0,16.58,0
601,831,100,10,1,1,0,22.8,0
602,787,70,10,1,1,0,15.49,0
603,604,70,7,1,1,2,14.89,0
604,58,20,10,0,1,2,12.67,0
605,951,50,12,2,1,0,22.65,0
606,346,50,8,1,0,2,14.55,0
607,741,10,6,2,1,0,15.03,0
608,474,10,7,0,1,1,15.58,0
609,117,100,11,0,1,1,12.77,0
610,830,30,9,0,0,0,15.46,0
611,791,10,12,0,1,0,8.52,0
612,127,50,16,2,1,1,18.42,0
613,393,30,7,1,0,0,20.15,0
614,908,10,12,0,1,0,19.71,0
615,641,20,8,4,1,0,19.05,0
616,58,70,7,1,1,0,15.88,0
617,634,10,8,1,0,0,17.06,0
618,513,10,8,1,1,0,16.39,1
619,751,20,13,0,0,1,18.27,0
620,802,50,8,2,0,0,22.93,0
621,96,100,13,1,0,0,5.46,1
622,638,20,4,3,0,0,23.05,0
623,118,100,5,1,1,0,3.93,0
624,560,10,8,3,1,1,16.38,0
625,601,50,6,2,0,0,15.93,1
626,488,30,10,2,1,1,30.5,0
627,237,10,9,1,0,0,11.36,1
628,885,20,8,0,1,1,8.61,0
629,897,30,13,0,1,1,19.76,0
630,272,70,7,2,1,0,12.18,0
631,189,30,14,2,0,0,12.8,0
632,999,20,8,0,1,1,21.16,0
633,704,30,8,2,1,0,15.7,0
634,447,20,14,2,1,1,4.21,0
635,581,10,12,3,1,2,10.75,1
636,790,50,8,1,0,0,13.56,0
637,861,70,12,1,1,0,12.56,0
638,247,50,7,2,0,0,9.19,0
639,963,50,13,3,1,0,14.37,0
640,76,50,13,0,1,0,19.53,0
641,154,20,7,2,1,0,12.86,0
642,656,20,7,2,0,0,19.87,1
643,435,70,8,2,1,1,8.52,0
644,997,20,15,0,0,0,16.43,0
645,86,100,7,3,1,2,13.29,1
646,697,20,12,3,1,2,9.3,0
647,285,20,6,0,1,1,15.28,0
648,974,20,8,1,1,1,22.44,0
649,220,10,5,2,1,0,14.33,0
650,69,70,12,4,1,0,5.3,0
651,47,100,5,0,1,0,7.77,0
652,94,20,15,5,1,2,3.92,1
653,750,70,16,0,0,0,12.51,0
654,958,30,12,4,1,0,10.93,0
655,453,10,11,2,0,0,18.97,1
656,204,20,11,0,1,1,14.01,0
657,912,100,6,1,1,0,8.23,0
658,218,10,12,1,0,0,16.79,0
659,474,100,8,1,1,0,15.07,0
660,432,10,16,3,1,0,18.71,0
661,341,30,10,1,1,0,20.85,0
662,551,70,9,2,1,1,13.05,0
663,612,10,11,2,1,1,22.19,0
664,289,50,7,4,1,0,18.45,1
665,254,30,9,1,1,0,16.35,0
666,734,50,10,0,1,1,10.97,0
667,357,30,7,4,1,0,10.89,1
668,23,50,9,1,1,0,11.22,1
669,762,50,14,1,0,0,22.02,0
670,522,100,12,0,1,1,14.9,0
671,758,10,13,2,1,2,20.84,0
672,837,10,16,3,1,0,21.8,0
673,100,30,11,2,0,0,6.44,1
674,802,70,3,4,1,0,15.44,0
675,180,100,14,2,1,0,11.85,0
676,223,10,9,5,1,0,18.65,1
677,906,10,9,2,0,0,10.46,0
678,762,100,12,3,0,0,15.21,0
679,659,20,11,2,1,0,23.05,1
680,442,100,8,3,1,1,19.48,0
681,608,10,9,1,1,0,25.51,0
682,769,70,10,2,1,0,7.83,1
683,325,20,8,1,1,1,7.67,0
684,516,50,6,0,1,0,7.48,0
685,16,100,13,0,1,0,14.83,0
686,792,50,10,3,0,0,23.45,0
687,336,20,14,1,0,0,11.18,0
688,759,20,8,0,1,0,10.74,0
689,258,20,12,3,1,0,17.44,1
690,497,30,12,2,1,0,8.61,1
691,988,100,12,1,1,0,15.25,0
692,896,70,11,0,0,0,17.51,1
693,160,70,15,2,1,1,15.04,0
